File Type,Element Type,Element Name,Suggested Name
.svelte,svelte_prop,feedbacks,feedbacks
.py,variable,secret_key,secret_key
.js,function,maj,maj
.js,function,splitAndCapture,split_and_capture
.js,function,setActiveExamplesMember,set_active_examples_member
.svelte,variable,videoInputDevices,video_input_devices
.py,class,OllamaConfigForm,ollama_config_form
.js,function,curryN,curry_n
.js,function,strictEqual,strict_equal
.svelte,svelte_prop,onTaskClick,on_task_click
.py,function,get_sorted_filters,get_sorted_filters
.py,variable,ENABLE_OAUTH_SIGNUP,enable_oauth_signup
.ts,variable,createNewFeedback,create_new_feedback
.py,function,get_tools_user_valves_spec_by_id,get_tools_user_valves_spec_by_id
.py,class,FileMeta,file_meta
.py,variable,AUDIO_TTS_API_KEY,audio_tts_api_key
.svelte,variable,i18n,i18n
.py,function,get_first_user,get_first_user
.py,variable,block_content,block_content
.svelte,variable,showUnarchiveAllConfirmDialog,show_unarchive_all_confirm_dialog
.py,function,get_channel_messages,get_channel_messages
.py,variable,new_column_name,new_column_name
.py,class,ChunkParamUpdateForm,chunk_param_update_form
.js,function,regEscape,reg_escape
.js,function,callFinal,call_final
.py,variable,_ids,_ids
.py,function,check_vector_length,check_vector_length
.svelte,svelte_prop,scrollToBottom,scroll_to_bottom
.js,variable,emitsWrappingTags,emits_wrapping_tags
.py,variable,frontend_favicon,frontend_favicon
.py,variable,normalized_scores,normalized_scores
.svelte,variable,loadingLeaderboard,loading_leaderboard
.ts,variable,getMessageContentParts,get_message_content_parts
.py,variable,knowledge_files,knowledge_files
.svelte,variable,flattenedEmojis,flattened_emojis
.py,variable,MODEL_NOT_FOUND,model_not_found
.py,variable,new_message,new_message
.svelte,variable,side,side
.js,function,parentPathMatch,parent_path_match
.ts,variable,isInitialized,is_initialized
.js,function,mapCacheDelete,map_cache_delete
.js,function,stateAfterAttributeName,state_after_attribute_name
.js,function,_sanitizeElements,_sanitize_elements
.js,function,doBeginMatch,do_begin_match
.js,function,XAll,xall
.js,function,downloadUrlPlugin,download_url_plugin
.js,function,next,next
.js,function,emptyOrderedSet,empty_ordered_set
.py,variable,AUTH_TRUSTED_NAME_HEADER,auth_trusted_name_header
.py,variable,matches,matches
.py,variable,DEFAULT_TITLE_GENERATION_PROMPT_TEMPLATE,default_title_generation_prompt_template
.js,function,on_complete,on_complete
.js,function,OAS3ComponentWrapFactory,oas3component_wrap_factory
.svelte,variable,engines,engines
.ts,function,parseAttributes,parse_attributes
.py,variable,decode_content,decode_content
.js,function,checkDCE,check_dce
.svelte,variable,addGroupHandler,add_group_handler
.py,class,QuerySettingsForm,query_settings_form
.py,variable,ipv4_addresses,ipv4_addresses
.js,function,handleNewState,handle_new_state
.js,function,unescapeMd,unescape_md
.js,function,serialize,serialize
.js,variable,prompt,prompt
.py,function,load_tools_module_by_id,load_tools_module_by_id
.py,variable,jina_search_endpoint,jina_search_endpoint
.ts,variable,inlinePatterns,inline_patterns
.py,variable,api_key,api_key
.py,function,update_admin_config,update_admin_config
.js,function,live_response_Headers,live_response_headers
.js,function,ConnectFunction,connect_function
.py,function,get_permission,get_permission
.js,function,doIgnore,do_ignore
.py,variable,endpoint_url,endpoint_url
.svelte,variable,webConfig,web_config
.ts,variable,error,error
.js,function,updateNode,update_node
.ts,variable,getDefaultUserRole,get_default_user_role
.js,function,writeBigUInt64LE,write_big_uint64le
.py,class,UpdatePasswordForm,update_password_form
.svelte,variable,boilerplate,boilerplate
.js,function,createIterableSubclassTypeChecker,create_iterable_subclass_type_checker
.svelte,variable,eventConfirmationMessage,event_confirmation_message
.js,function,initHighlighting,init_highlighting
.ts,variable,showSidebar,show_sidebar
.js,function,shim,shim
.py,variable,pwd_context,pwd_context
.ts,variable,deleteAPIKey,delete_apikey
.py,variable,SEARCHAPI_ENGINE,searchapi_engine
.js,function,readFlowCollection,read_flow_collection
.svelte,variable,messageList,message_list
.ts,variable,functions,functions
.py,variable,QDRANT_API_KEY,qdrant_api_key
.js,function,boot,boot
.svelte,variable,open,open
.ts,variable,valueB,value_b
.js,function,timerExpired,timer_expired
.svelte,variable,commandOptionButton,command_option_button
.svelte,svelte_prop,side,side
.svelte,variable,updateInterfaceHandler,update_interface_handler
.svelte,variable,timeDomainData,time_domain_data
.js,function,Writable,writable
.ts,variable,processedObject,processed_object
.py,variable,raw_search_results,raw_search_results
.js,function,stylize,stylize
.js,function,_xdropLastWhile,_xdrop_last_while
.py,variable,AUTOCOMPLETE_GENERATION_PROMPT_TEMPLATE,autocomplete_generation_prompt_template
.py,variable,S3_SECRET_ACCESS_KEY,s3_secret_access_key
.svelte,variable,audioChunks,audio_chunks
.py,variable,action_function,action_function
.js,function,readLineBreak,read_line_break
.py,function,test_get_user_chats,test_get_user_chats
.svelte,variable,modelA,model_a
.svelte,variable,API_CONFIG,api_config
.svelte,variable,evaluationConfig,evaluation_config
.py,function,calculate_sha256_string,calculate_sha256_string
.svelte,variable,defaultPermissions,default_permissions
.js,function,processSubLanguage,process_sub_language
.py,variable,PERSISTENT_CONFIG_REGISTRY,persistent_config_registry
.py,variable,content_text,content_text
.svelte,variable,videoId,video_id
.svelte,variable,imageConfigRes,image_config_res
.js,function,react_immutable_pure_component_es_get,react_immutable_pure_component_es_get
.ts,variable,detailsRegex,details_regex
.py,class,SafeWebBaseLoader,safe_web_base_loader
.py,variable,vmetadata,vmetadata
.js,function,isAssociative,is_associative
.py,variable,OAUTH_CLIENT_ID,oauth_client_id
.py,function,generate_image_prompt,generate_image_prompt
.py,variable,expected_signature,expected_signature
.py,variable,unique,unique
.svelte,function,updateStats,update_stats
.py,variable,detail,detail
.py,variable,index_type,index_type
.py,variable,email,email
.svelte,function,saveCode,save_code
.js,function,_arrayWithoutHoles,_array_without_holes
.svelte,variable,uploadProgress,upload_progress
.ts,variable,appInfo,app_info
.svelte,variable,selectedUrlIdx,selected_url_idx
.js,function,defaultComparator,default_comparator
.svelte,variable,messageHandler,message_handler
.py,variable,provider,provider
.py,variable,webhook_url,webhook_url
.py,function,calculate_similarity_scores,calculate_similarity_scores
.py,variable,AZURE_STORAGE_ENDPOINT,azure_storage_endpoint
.js,function,readAlias,read_alias
.svelte,variable,addTag,add_tag
.js,function,addErrorHandlerIfEventEmitter,add_error_handler_if_event_emitter
.py,variable,api_config,api_config
.js,function,utf8Write,utf8write
.js,function,iteratorDone,iterator_done
.py,function,get_code_execution_config,get_code_execution_config
.js,variable,addWords,add_words
.py,function,microsoft_oauth_register,microsoft_oauth_register
.py,function,get_functions_by_type,get_functions_by_type
.py,variable,code,code
.js,function,_getString,_get_string
.py,class,ConfigUpdateForm,config_update_form
.svelte,variable,permission,permission
.py,variable,new_items,new_items
.svelte,function,setSortKey,set_sort_key
.py,variable,API_KEY_NOT_FOUND,api_key_not_found
.py,function,generate_queries,generate_queries
.js,function,highlight_ownKeys,highlight_own_keys
.py,variable,DEFAULT_RAG_TEMPLATE,default_rag_template
.py,variable,api_url,api_url
.py,variable,CODE_INTERPRETER_JUPYTER_URL,code_interpreter_jupyter_url
.js,function,fallbackValue,fallback_value
.py,variable,unique_constraints,unique_constraints
.py,function,get_revision_id,get_revision_id
.ts,function,getFormattedDate,get_formatted_date
.svelte,variable,showCreateGroupModal,show_create_group_modal
.py,variable,ca_certs_file,ca_certs_file
.svelte,svelte_prop,open,open
.ts,variable,lowerCaseFileName,lower_case_file_name
.py,variable,log_levels,log_levels
.svelte,variable,TTSModelProgress,ttsmodel_progress
.py,function,get_folders_by_user_id,get_folders_by_user_id
.ts,variable,character,character
.svelte,variable,isDifferentChat,is_different_chat
.js,variable,ssr,ssr
.svelte,variable,toggleRequestFormat,toggle_request_format
.ts,variable,updateChannelById,update_channel_by_id
.js,function,rotl5,rotl5
.ts,variable,successful,successful
.js,function,utf16End,utf16end
.py,variable,S3_REGION_NAME,s3_region_name
.js,function,reconsumeCurrentCharacter,reconsume_current_character
.svelte,variable,fuse,fuse
.py,variable,DATABASE_POOL_RECYCLE,database_pool_recycle
.py,function,delete_prompt_by_command,delete_prompt_by_command
.js,function,initProxySelector,init_proxy_selector
.svelte,variable,updateDirectConnectionsHandler,update_direct_connections_handler
.ts,variable,pinnedChats,pinned_chats
.js,function,SHA,sha
.py,class,Test,test
.py,variable,OAUTH_PROVIDER_NAME,oauth_provider_name
.py,variable,email_user,email_user
.py,variable,Key,key
.svelte,function,iframeLoadHandler,iframe_load_handler
.svelte,function,countFiles,count_files
.py,variable,html_content,html_content
.svelte,variable,fuseOptions,fuse_options
.svelte,variable,isDarkMode,is_dark_mode
.ts,variable,blob,blob
.py,variable,custom_models,custom_models
.svelte,variable,align,align
.py,variable,filtered_results,filtered_results
.py,function,_verify_ssl_cert,_verify_ssl_cert
.js,function,getClassNameCombinations,get_class_name_combinations
.js,function,fromString,from_string
.py,variable,variables,variables
.py,class,QueryCollectionsForm,query_collections_form
.py,variable,TRUSTED_SIGNATURE_KEY,trusted_signature_key
.js,variable,operation_extensions,operation_extensions
.ts,variable,nowYear,now_year
.svelte,svelte_prop,raw,raw
.js,function,PhoneMatch,phone_match
.svelte,variable,_source,_source
.js,function,base32,base32
.py,function,set_models_config,set_models_config
.py,variable,file_content_type,file_content_type
.ts,function,formatFileSize,format_file_size
.svelte,svelte_prop,addTag,add_tag
.py,variable,context_string,context_string
.ts,variable,readFile,read_file
.py,variable,OAUTH_PICTURE_CLAIM,oauth_picture_claim
.ts,variable,getAllFeedbacks,get_all_feedbacks
.js,function,code,code
.svelte,variable,STT_DEEPGRAM_API_KEY,stt_deepgram_api_key
.js,function,endReadable,end_readable
.py,function,get_group_user_ids_by_id,get_group_user_ids_by_id
.js,function,absolutifyPointer,absolutify_pointer
.svelte,variable,durationSeconds,duration_seconds
.py,function,parse_section,parse_section
.py,variable,web_paths,web_paths
.js,function,_map,_map
.svelte,variable,accessControl,access_control
.py,function,delete_feedbacks_by_user_id,delete_feedbacks_by_user_id
.svelte,variable,required,required
.js,function,StateInline,state_inline
.py,variable,active,active
.js,function,hashString,hash_string
.py,variable,API_KEY_NOT_ALLOWED,api_key_not_allowed
.py,function,merge_and_sort_query_results,merge_and_sort_query_results
.ts,function,processResponseContent,process_response_content
.ts,variable,getAdminDetails,get_admin_details
.js,function,isWhitespace,is_whitespace
.py,variable,primary_email,primary_email
.py,class,TestChats,test_chats
.svelte,variable,signUpHandler,sign_up_handler
.py,class,SigninForm,signin_form
.js,function,formatKeyValue,format_key_value
.py,variable,model_info,model_info
.svelte,variable,chatSearch,chat_search
.svelte,variable,reaction,reaction
.ts,variable,defaultFlyAndScaleParams,default_fly_and_scale_params
.js,function,validateLink,validate_link
.py,variable,query_filter,query_filter
.py,variable,frontmatter_started,frontmatter_started
.js,function,createErrorType,create_error_type
.js,function,createHybrid,create_hybrid
.py,function,insert_new_message,insert_new_message
.py,variable,ENABLE_ADMIN_CHAT_ACCESS,enable_admin_chat_access
.py,class,TASKS,tasks
.svelte,variable,deleteFeedbackHandler,delete_feedback_handler
.ts,variable,getRerankingConfig,get_reranking_config
.py,function,get_message_content,get_message_content
.js,function,Autolinker,autolinker
.py,function,download_chat_as_pdf,download_chat_as_pdf
.py,variable,direct,direct
.py,variable,RAG_OLLAMA_API_KEY,rag_ollama_api_key
.py,variable,ciphers,ciphers
.js,function,iterateNodeOrLeaf,iterate_node_or_leaf
.ts,variable,styleToString,style_to_string
.js,function,baseTimes,base_times
.js,class,File_File,file_file
.svelte,variable,modelMessages,model_messages
.js,variable,base64url,base64url
.py,variable,CHROMA_CLIENT_AUTH_CREDENTIALS,chroma_client_auth_credentials
.py,variable,func,func
.svelte,svelte_prop,stickyButtonsClassName,sticky_buttons_class_name
.js,function,logout,logout
.py,class,ReconnectingPostgresqlDatabase,reconnecting_postgresql_database
.svelte,svelte_prop,align,align
.py,variable,result_display_content,result_display_content
.py,variable,required_fields,required_fields
.py,variable,Channels,channels
.py,variable,TIMEOUT_DURATION,timeout_duration
.py,variable,TTS_MODEL,tts_model
.py,variable,migrations_path,migrations_path
.svelte,variable,messagesLoading,messages_loading
.py,variable,IMAGES_GEMINI_API_BASE_URL,images_gemini_api_base_url
.js,function,TextArea,text_area
.svelte,variable,toggleShowChangelog,toggle_show_changelog
.py,function,test_get_archived_session_user_chat_list,test_get_archived_session_user_chat_list
.py,variable,media_type,media_type
.svelte,variable,addUsage,add_usage
.py,function,archive_all_chats,archive_all_chats
.py,variable,openai_tool_call,openai_tool_call
.js,function,setRequestBodyValue,set_request_body_value
.py,variable,BASE_PATH,base_path
.py,function,convert_mp4_to_wav,convert_mp4_to_wav
.py,function,update_shared_chat_by_chat_id,update_shared_chat_by_chat_id
.svelte,svelte_prop,siblings,siblings
.py,function,send_notification,send_notification
.js,function,check,check
.py,variable,prefix_id,prefix_id
.ts,function,replaceTokens,replace_tokens
.js,function,stateNonEmailAddress,state_non_email_address
.py,function,get_task_model_id,get_task_model_id
.svelte,svelte_prop,required,required
.py,function,set_code_execution_config,set_code_execution_config
.svelte,variable,checkForVersionUpdates,check_for_version_updates
.ts,function,loadGoogleAuthApi,load_google_auth_api
.py,function,migrate_external,migrate_external
.py,variable,chatidtag,chatidtag
.svelte,function,selectUp,select_up
.py,variable,participants,participants
.svelte,variable,toggleAutoTags,toggle_auto_tags
.js,function,pathOr,path_or
.svelte,variable,chunkOverlap,chunk_overlap
.py,variable,expires,expires
.py,class,KnowledgeTable,knowledge_table
.ts,variable,showArchivedChats,show_archived_chats
.py,variable,__table_args__,__table_args__
.py,variable,SESSION_POOL,session_pool
.svelte,variable,aUserIndex,a_user_index
.svelte,variable,audio,audio
.svelte,variable,inputElement,input_element
.svelte,variable,toggleLargeTextAsFile,toggle_large_text_as_file
.ts,variable,rawAudio,raw_audio
.svelte,variable,scrollHandler,scroll_handler
.js,function,arrayClone,array_clone
.ts,variable,transformFileName,transform_file_name
.py,class,GroupForm,group_form
.svelte,variable,upsertModelHandler,upsert_model_handler
.js,function,fixMarkup,fix_markup
.js,function,resetToNonEmailMatchState,reset_to_non_email_match_state
.py,variable,server_default,server_default
.py,variable,usage,usage
.py,class,GroupModel,group_model
.py,function,override_static,override_static
.py,variable,params,params
.js,function,SetCollection,set_collection
.svelte,variable,audioElement,audio_element
.js,function,_setPrototypeOf,_set_prototype_of
.svelte,variable,urlParams,url_params
.js,function,setScheme,set_scheme
.py,variable,cuda_error,cuda_error
.js,function,objectify,objectify
.ts,variable,position,position
.ts,variable,setCodeExecutionConfig,set_code_execution_config
.js,function,assertIsArrayOfFunctions,assert_is_array_of_functions
.js,function,toArray,to_array
.py,function,setup,setup
.py,function,get_fast_api_client,get_fast_api_client
.py,variable,VECTOR_LENGTH,vector_length
.py,function,pop_system_message,pop_system_message
.py,variable,USER_PERMISSIONS_CHAT_EDIT,user_permissions_chat_edit
.py,variable,all_messages,all_messages
.py,variable,add_start_index,add_start_index
.py,variable,web_results,web_results
.ts,variable,updateModelConfig,update_model_config
.py,function,get_file,get_file
.js,function,stubArray,stub_array
.py,function,archive_chat_by_id,archive_chat_by_id
.js,function,baseIsEqual,base_is_equal
.svelte,variable,MIN_DECIBELS,min_decibels
.py,function,upload_model,upload_model
.ts,variable,year,year
.js,function,take,take
.py,function,compress_documents,compress_documents
.js,function,UrlMatcher,url_matcher
.py,variable,vector_search_retriever,vector_search_retriever
.py,variable,html_body,html_body
.py,variable,current_message,current_message
.js,function,LodashWrapper,lodash_wrapper
.js,function,pureFinalPropsSelectorFactory,pure_final_props_selector_factory
.js,function,isNonNullObject,is_non_null_object
.svelte,variable,modelSelectorInput,model_selector_input
.svelte,variable,speaking,speaking
.py,variable,filename_extra,filename_extra
.js,function,randomBytes,random_bytes
.py,variable,KEY_FILE,key_file
.svelte,variable,voiceInterruption,voice_interruption
.py,variable,verify_certs,verify_certs
.js,function,quoteString,quote_string
.ts,variable,firstMessage,first_message
.svelte,variable,toggleSpeakMessage,toggle_speak_message
.js,function,cachedHashString,cached_hash_string
.py,variable,existing_tag_result,existing_tag_result
.py,variable,auth,auth
.ts,variable,addReaction,add_reaction
.js,function,insertWrapDetails,insert_wrap_details
.py,variable,work_items,work_items
.svelte,variable,sourceIds,source_ids
.py,class,BatchProcessFilesForm,batch_process_files_form
.svelte,variable,statsB,stats_b
.py,variable,down_revision,down_revision
.py,function,search_exa,search_exa
.js,function,upgradePluginAPI,upgrade_plugin_api
.py,function,create_user,create_user
.js,function,isValidEntityCode,is_valid_entity_code
.py,function,get_user_groups,get_user_groups
.js,function,_createClass,_create_class
.py,variable,auth1111_base64_encoded_bytes,auth1111_base64_encoded_bytes
.py,function,get_password_hash,get_password_hash
.py,function,apply_model_params_to_body_openai,apply_model_params_to_body_openai
.js,function,numberToString,number_to_string
.py,variable,template_match,template_match
.py,variable,xsrf_token,xsrf_token
.js,function,_delete,_delete
.js,function,mapToArray,map_to_array
.py,function,process_line,process_line
.py,variable,sha256,sha256
.ts,class,PyodideKernel,pyodide_kernel
.js,function,_unsupportedIterableToArray,_unsupported_iterable_to_array
.js,function,maybeReadMore_,maybe_read_more_
.svelte,variable,searchData,search_data
.js,function,_possibleConstructorReturn,_possible_constructor_return
.py,function,get_chats_by_user_id_and_search_text,get_chats_by_user_id_and_search_text
.js,variable,getErrorsWithPaths,get_errors_with_paths
.svelte,variable,base_model,base_model
.py,function,search_brave,search_brave
.py,variable,tools,tools
.js,variable,httpsProxy,https_proxy
.js,function,_interopRequireDefault,_interop_require_default
.ts,variable,getPromptList,get_prompt_list
.py,variable,disable_existing_loggers,disable_existing_loggers
.py,variable,schema,schema
.py,class,UserRoleUpdateForm,user_role_update_form
.py,variable,COMMAND_TAKEN,command_taken
.js,function,hasIn,has_in
.py,variable,proxy_server,proxy_server
.py,variable,FUNCTION_CALLING,function_calling
.py,variable,profile_image_url,profile_image_url
.py,variable,Chats,chats
.js,function,deepmergeAll,deepmerge_all
.js,function,stateAtSign,state_at_sign
.py,function,generate_openai_chat_completion,generate_openai_chat_completion
.py,variable,detach,detach
.svelte,variable,uploadPipelineHandler,upload_pipeline_handler
.js,class,Transcluder_Transcluder,transcluder_transcluder
.svelte,variable,nodesInitialized,nodes_initialized
.py,function,update_ldap_server,update_ldap_server
.py,class,ChatTitleMessagesForm,chat_title_messages_form
.py,function,update_user_password_by_id,update_user_password_by_id
.py,variable,existing_indexes,existing_indexes
.js,function,apply,apply
.js,function,SetIterable,set_iterable
.py,class,SigninResponse,signin_response
.js,function,getLine,get_line
.js,function,readInt16LE,read_int16le
.js,function,__webpack_require__,__webpack_require__
.py,variable,schemes,schemes
.js,function,isFunc,is_func
.svelte,variable,offsetX,offset_x
.ts,variable,extractSentences,extract_sentences
.py,variable,FILE_NOT_SUPPORTED,file_not_supported
.svelte,variable,allowHTML,allow_html
.ts,variable,offset,offset
.svelte,variable,localStorageSettings,local_storage_settings
.svelte,variable,chatObj,chat_obj
.ts,variable,requests,requests
.py,variable,payload,payload
.js,function,arrayIndexOf,array_index_of
.py,variable,LDAP_SERVER_LABEL,ldap_server_label
.svelte,variable,pythonSyntax,python_syntax
.js,function,_nth,_nth
.svelte,variable,files,files
.js,function,auth,auth
.py,variable,choices,choices
.svelte,variable,mode,mode
.js,function,isContextPatch,is_context_patch
.py,variable,exist_ok,exist_ok
.py,class,FeaturesPermissions,features_permissions
.py,class,STTConfigForm,sttconfig_form
.py,variable,MICROSOFT_CLIENT_TENANT_ID,microsoft_client_tenant_id
.py,variable,BING_SEARCH_V7_ENDPOINT,bing_search_v7_endpoint
.svelte,variable,range,range
.ts,variable,calculateSHA256,calculate_sha256
.ts,variable,getFunctionById,get_function_by_id
.py,function,process_bind_param,process_bind_param
.js,function,pointerIsAParent,pointer_is_aparent
.js,function,writeBlockMapping,write_block_mapping
.ts,variable,updateLdapConfig,update_ldap_config
.js,function,cacheResultThrough,cache_result_through
.py,variable,node_output,node_output
.js,variable,NoMargin,no_margin
.js,variable,__typeError,__type_error
.js,function,log,log
.py,variable,sub_pipe_name,sub_pipe_name
.py,variable,compressor,compressor
.js,function,escapePathComponent,escape_path_component
.js,class,SpecMap,spec_map
.ts,variable,AUDIO_API_BASE_URL,audio_api_base_url
.py,function,get_gravatar,get_gravatar
.py,class,Function,function
.js,class,OpenAPI3_1DereferenceVisitor,open_api3_1dereference_visitor
.js,function,createImmutableTypeChecker,create_immutable_type_checker
.svelte,variable,messagesCount,messages_count
.svelte,variable,processing,processing
.ts,function,scaleConversion,scale_conversion
.py,variable,CREATE_API_KEY_ERROR,create_api_key_error
.svelte,variable,uploadWeb,upload_web
.py,variable,updated_user,updated_user
.ts,variable,getArchivedChatList,get_archived_chat_list
.py,class,CustomReconnectMixin,custom_reconnect_mixin
.ts,variable,extractFrontmatter,extract_frontmatter
.js,function,serializeHeaderValue,serialize_header_value
.svelte,variable,chatTitle,chat_title
.js,function,IteratorSeq,iterator_seq
.svelte,variable,createModelLoading,create_model_loading
.js,function,makeOrderedMap,make_ordered_map
.js,function,copyPyodide,copy_pyodide
.py,function,test_get_file_not_found,test_get_file_not_found
.py,variable,ENABLE_API_KEY_ENDPOINT_RESTRICTIONS,enable_api_key_endpoint_restrictions
.py,variable,sanitized_file_name,sanitized_file_name
.js,function,baseHasIn,base_has_in
.ts,variable,getUserValvesById,get_user_valves_by_id
.py,class,GroupTable,group_table
.py,function,set_referrer,set_referrer
.js,function,_reduce,_reduce
.svelte,variable,showShareChatModal,show_share_chat_modal
.svelte,svelte_prop,allowHTML,allow_html
.js,function,needIndentIndicator,need_indent_indicator
.py,variable,queries,queries
.ts,variable,url,url
.js,function,wrapWithTryCatch,wrap_with_try_catch
.svelte,variable,OllamaKey,ollama_key
.svelte,variable,dropzoneElement,dropzone_element
.svelte,svelte_prop,files,files
.svelte,variable,distances,distances
.svelte,variable,handleUploadError,handle_upload_error
.py,function,update_image_config,update_image_config
.py,variable,permissions,permissions
.svelte,variable,strokeWidth,stroke_width
.py,variable,__tablename__,__tablename__
.js,function,array,array
.svelte,function,dismiss,dismiss
.py,function,update_webhook_url,update_webhook_url
.js,function,clearBuffer,clear_buffer
.py,variable,CODE_EXECUTION_JUPYTER_AUTH_TOKEN,code_execution_jupyter_auth_token
.js,function,bodyBuilder,body_builder
.py,variable,__event_emitter__,__event_emitter__
.ts,variable,parsed,parsed
.svelte,variable,groupedMessageIdsIdx,grouped_message_ids_idx
.svelte,variable,selectedMemory,selected_memory
.js,function,_defineProperties,_define_properties
.py,class,WebSearchConfig,web_search_config
.py,function,get_chat_title_by_id,get_chat_title_by_id
.svelte,function,validateJSON,validate_json
.ts,variable,executeCode,execute_code
.js,function,getAllKeys,get_all_keys
.js,function,shallowEqual,shallow_equal
.ts,variable,getQuerySettings,get_query_settings
.svelte,variable,target,target
.svelte,variable,sceneElement,scene_element
.ts,variable,updateMessage,update_message
.js,function,readAndResolve,read_and_resolve
.js,function,StringDecoder,string_decoder
.js,function,collectInputSelectorResults,collect_input_selector_results
.py,variable,MOA_RESPONSE_GENERATION,moa_response_generation
.py,variable,reasoning_duration,reasoning_duration
.js,function,shortOut,short_out
.py,function,tools_function_calling_generation_template,tools_function_calling_generation_template
.py,function,post_webhook,post_webhook
.js,function,readIntLE,read_int_le
.py,class,MessageForm,message_form
.py,class,VectorItem,vector_item
.py,function,get_function_by_id,get_function_by_id
.py,function,get_user_pinned_chats,get_user_pinned_chats
.py,variable,path_parts,path_parts
.js,variable,touchStartX,touch_start_x
.ts,variable,textChunkKeyword,text_chunk_keyword
.ts,variable,sendMessage,send_message
.py,function,python_value,python_value
.svelte,svelte_prop,inputClassName,input_class_name
.py,variable,background,background
.svelte,variable,currentPassword,current_password
.js,function,compileStyleMap,compile_style_map
.py,function,get_models_by_user_id,get_models_by_user_id
.svelte,variable,now,now
.svelte,variable,contentType,content_type
.js,function,handleNewProps,handle_new_props
.py,variable,img_data,img_data
.py,variable,region_name,region_name
.svelte,variable,src,src
.py,class,FeedbackTable,feedback_table
.svelte,variable,popupElement,popup_element
.ts,function,katexTokenizer,katex_tokenizer
.py,variable,keys,keys
.py,variable,features,features
.svelte,variable,debounceTimeout,debounce_timeout
.py,variable,mgr,mgr
.js,function,_arrayFromIterator,_array_from_iterator
.py,class,ChatResponse,chat_response
.py,function,values,values
.ts,interface,ModelParams,model_params
.py,variable,existing_user,existing_user
.py,variable,active_session_ids,active_session_ids
.js,function,cancel,cancel
.js,function,hasValueOrEmptyAttribute,has_value_or_empty_attribute
.svelte,variable,opacity,opacity
.svelte,variable,dataURL,data_url
.js,function,utf8End,utf8end
.js,class,DRange,drange
.py,variable,update_result,update_result
.svelte,svelte_prop,strokeWidth,stroke_width
.svelte,function,onDragStart,on_drag_start
.svelte,variable,touch,touch
.py,function,insert_new_tool,insert_new_tool
.svelte,variable,percentage,percentage
.py,function,serve,serve
.py,function,save_to_db,save_to_db
.py,variable,GITHUB_CLIENT_ID,github_client_id
.py,variable,IMAGE_SIZE,image_size
.js,function,ListCache,list_cache
.js,function,HtmlTag,html_tag
.py,variable,exc_info,exc_info
.py,variable,ENABLE_IMAGE_PROMPT_GENERATION,enable_image_prompt_generation
.js,function,interrupt,interrupt
.js,variable,property,property
.svelte,variable,initChatHandler,init_chat_handler
.svelte,variable,formattedCode,formatted_code
.svelte,variable,feedbackHandler,feedback_handler
.js,function,asciiSlice,ascii_slice
.js,function,initCloneObject,init_clone_object
.py,variable,owned_by,owned_by
.py,variable,ENABLE_SIGNUP,enable_signup
.js,function,generate,generate
.ts,variable,updateUserProfile,update_user_profile
.js,function,resetToDataState,reset_to_data_state
.py,function,delete_memory_by_user_id,delete_memory_by_user_id
.ts,variable,dateDate,date_date
.svelte,variable,askHandler,ask_handler
.py,function,_create_points,_create_points
.py,function,test_archive_all_chats,test_archive_all_chats
.svelte,variable,cloneSharedChat,clone_shared_chat
.py,variable,parent_id,parent_id
.py,variable,OAUTH_CLIENT_SECRET,oauth_client_secret
.py,variable,final_file_name,final_file_name
.svelte,variable,showAddTextContentModal,show_add_text_content_modal
.js,function,copy,copy
.py,variable,q_vector_col,q_vector_col
.js,function,serializeHeaders,serialize_headers
.svelte,variable,uploadYoutubeTranscription,upload_youtube_transcription
.py,variable,IMAGES_OPENAI_API_KEY,images_openai_api_key
.js,function,attribute,attribute
.js,function,murmurHashOfSize,murmur_hash_of_size
.py,variable,file_mtime,file_mtime
.js,function,keys,keys
.py,variable,where,where
.py,function,update_user_permissions,update_user_permissions
.js,function,BitmapIndexedNode,bitmap_indexed_node
.js,function,resolveSpec,resolve_spec
.svelte,svelte_prop,src,src
.js,variable,server_url_template,server_url_template
.js,function,changeMode,change_mode
.py,variable,CODE_INTERPRETER_JUPYTER_AUTH_TOKEN,code_interpreter_jupyter_auth_token
.js,function,toKey,to_key
.svelte,variable,schedulers,schedulers
.js,function,getMessage,get_message
.py,variable,NO_LIMIT,no_limit
.js,function,allocUnsafe,alloc_unsafe
.js,function,baseMatchesProperty,base_matches_property
.py,function,get_status,get_status
.svelte,svelte_prop,opacity,opacity
.svelte,variable,submitPrompt,submit_prompt
.js,variable,micropip,micropip
.py,class,ERROR_MESSAGES,error_messages
.py,variable,blobs,blobs
.js,function,isFunction,is_function
.py,function,get_user_by_email,get_user_by_email
.svelte,variable,formatPythonCodeHandler,format_python_code_handler
.svelte,svelte_prop,touch,touch
.js,function,symbol,symbol
.py,variable,Models,models
.py,variable,pool_recycle,pool_recycle
.py,variable,event_emitter,event_emitter
.js,function,response_extension,response_extension
.py,variable,knowledge_with_files,knowledge_with_files
.svelte,variable,tagElement,tag_element
.svelte,variable,outerClassName,outer_class_name
.js,function,rotl30,rotl30
.svelte,variable,showPreview,show_preview
.py,function,get_model_by_id,get_model_by_id
.py,variable,FROM_INIT_PY,from_init_py
.py,function,get_rag_config,get_rag_config
.py,variable,session,session
.py,class,OpenSearchClient,open_search_client
